followers_count,following_count,tweet_count,listed_count
2229374,0,11182,13150
492895,2110,149357,6347
1283004,192,6511,2683
25558783,11,24081,18005
19157255,1714,426718,106505
8108,1125,3254,351
8238665,1391,796309,66370
174010,1382,12134,1892
508011,2553,48576,2420
1419232,4768,207026,11913
109114,40905,21527,96
1318646,791,81128,9473
1546591,508,41104,2233
190485,1663,76379,4255
83662,4279,88692,1080
207277,4926,59164,2426
51361,8100,108785,233
58045605,1104,373142,154319
735704,5609,62989,4570
7765248,23,522220,30016
8618489,590,335159,55916
89405,922,280777,2428
377026,811,262348,7781
721679,10815,64146,8457
58045605,1104,373142,154319
414475,1067,78030,5843
318174,6740,123137,3418
324061,192,76421,2540
556759,4053,6697,1707
25148755,1216,852725,133977
44220,619,16234,218
19093,1802,32857,419
1645890,375,616293,2910
265480,4061,91238,2712
986637,7499,47039,8139
1562634,1424,19481,7264
6672930,142,6919,15366
939389,483,122991,4176
32525,952,9233,768
1318646,791,81128,9473
58045407,1104,373142,154328
40549,1190,22105,451
737857,1460,103484,6410
451189,1549,51726,1006
1562677,1424,19481,7267
41663,14415,107579,952
854907,355,51455,4808
34148578,48,8195,39067
361105,2084,27227,2299
3343961,10478,257213,25480
441118,1765,9788,1146
2035150,611,157599,20256
9099641,1857,338065,50525
19157256,1714,426718,106505
11358849,5583,600062,82369
318289,3771,165375,6426
409199,3279,50641,6632
3343949,10478,257213,25474
761837,301,271878,3711
5457,4000,18385,64
230465,3928,292044,4957
1073665,88729,305212,4636
4362866,296,1014008,29064
32646,3962,4865,206
36453512,18,345720,131160
5082868,2191,522060,3226
553343,1192,37991,6497
4362875,296,1014008,29066
92849,58052,20484,155
5973163,1904,41314,15688
20602,1468,13510,196
5906847,565,12452,18133
8329151,1062,974070,8215
1221846,1637,109921,11149
1230205,266,351210,480
7965324,2027,148003,17267
19157258,1714,426718,106505
25148761,1216,852725,133977
455568,1487,94223,3992
880886,7528,362301,7222
9426171,2737,467033,117616
5202929,768,848170,7559
556759,4053,6697,1707
36777,761,5315,461
25558872,11,24081,18002
1374177,1026,382171,22885
8766,3441,6790,61
1482328,247,28007,3400
165845,3650,70223,2424
4406906,697,238918,6671
5837865,10,18634,20169
369122,5660,13169,2621
1758901,195452,51363,5231
246672,2885,33452,1158
1419248,4768,207027,11913
118850,881,5510,1401
25558787,11,24081,18005
13644,5425,116710,4
358263,1199,113772,2660
1227004,446,5114,4114
17607,735,11189,106
867129,482,24612,2563
24940,1909,108900,809
739329,852,17271,2269
1923630,116,48239,951
332908,892,2472,1691
1588130,110,158848,9292
111411,1952,59658,1657
2286395,4501,39044,6451
1794,615,4750,5
640693,2725,42068,1548
14528,1131,20940,575
8478,2336,22761,334
711392,5506,21437,4932
230469,3928,292044,4956
4362895,296,1014011,29066
880893,7528,362301,7222
222729,9393,39153,3255
78621008,2431,32741,28627
1352645,470,355122,13240
1620358,9822,84773,848
939997,250966,21228,2592
737859,1460,103484,6410
25558787,11,24081,18005
772,1038,98382,15
1825332,3678,296701,14268
1318647,791,81128,9473
817655,782,373906,11142
58045826,1104,373142,154319
8869,2925,16825,132
19021443,520,392415,105828
986642,7499,47039,8142
7075458,515,9617,19893
1244991,849,3447,3102
7765296,23,522221,30012
3409833,24097,22774,14489
2838164,6,28000,10283
1981954,368,666986,8572
7515,1709,41956,43
336069,2461,145346,8713
867183,482,24612,2563
3692778,405,1261768,26126
4183504,431,50817,13858
4379072,338,211821,21973
19021444,520,392415,105828
2023,3195,2121,1
4362888,296,1014011,29064
667009,158,304418,5211
8618526,590,335159,55919
19671795,731,16523,26796
9594079,1078,28767,35874
2721925,2228,448487,13632
176592,1128,27128,2892
319037,462,79916,2528
58045629,1104,373142,154328
176042,249,6961,590
40400,114,2291,194
1449617,2570,11067,5772
5415826,59,5492,1895
9079,1145,6896,302
1758902,195452,51363,5231
1227006,446,5114,4114
9052418,398,137231,64339
1539959,949,12460,5166
106192,742,18270,1021
23444,550,10985,246
80777,3725,68061,1559
9594012,1078,28767,35873
126832,0,8930,334
917823,45104,123002,2902
58045845,1104,373142,154319
6915315,0,557144,6101
657247,1593,69118,10045
167238,10771,13665,548
615105,1873,141817,7882
1059710,474,188812,8369
5161,2659,199019,248
111411,1952,59658,1657
1272099,794,41732,7720
49995127,3,37972,146691
2431904,616,30298,8173
241634,6639,24688,1073
77262,1957,24423,292
28186,1063,23668,117
45643,43904,173927,11
623,729,4941,31
2430908,1490,159500,21258
218272,4168,25606,1624
643823,2032,63031,2680
141658,1813,6777,1215
960771,3262,179280,5715
68620,1807,12911,779
16803,1733,6769,697
2191051,79,799,6207
5837857,10,18634,20169
319037,462,79916,2528
1827,1164,1248,56
626877,993,112436,8348
567347,955,4358,4786
773907,120444,121891,3296
298005,555,95034,1864
171235,26,4266,606
588780,110,92811,1029
513456,29951,226781,2239
31914,2842,16717,823
221999,901,40132,893
830362,89820,44806,2910
2274006,5768,88483,7441
1221837,1637,109921,11149
98253,24191,27416,1211
369129,5660,13169,2622
50337,43857,301538,268
812157,13,85148,3285
123291,45057,25178,593
266081,2976,43817,1906
25148910,1216,852736,133979
1374182,1026,382172,22885
58045806,1104,373143,154329
7765318,23,522223,30012
21412,57,10856,13
2721931,2228,448488,13632
3651406,716,51714,3890
318288,3771,165375,6422
39496,4755,31062,820
737861,1460,103484,6410
27150,27833,65382,21
440403,3534,20425,5080
171290,3686,81504,2048
7246311,910,313476,46354
146368,2554,23152,2756
175187,3090,88960,1685
6115,396,18348,53
759098,1461,437161,3168
1691933,5716,269050,18726
1884962,680,22134,3751
63042519,121,77774,193048
4362909,296,1014015,29064
2795675,814,55776,12032
21610016,262,466486,71673
237318,6376,124509,1334
52897345,878,471206,215276
4809757,1236,150179,18910
4629195,98,22539,36450
470700,737,3048,3187
258235,1192,29388,2148
4713377,716,399669,5173
1403505,6792,347060,9394
1244,1443,3737,34
202760,1127,40848,1246
1764346,292,271353,19808
857337,245,248580,19386
1243615,997,20050,7578
492887,2110,149357,6347
1588135,110,158849,9291
76225,961,106275,1804
935380,554,96528,18121
22548,7160,27569,71
7331,26,3269,14
2087509,8643,57984,13747
15935,1735,35459,629
196185,155206,110181,2773
2263426,1973,65970,982
151533,1095,29480,1881
3623861,6824,76012,33778
1449697,3473,53730,4037
3622767,410,899429,4707
716541,5517,50850,7263
252538,4091,351523,1062
246673,2885,33452,1158
40363,6856,107162,266
289881,1582,352280,3150
17059986,14,936582,14161
2048,1586,32853,10
501,291,46973,6
14793,1314,10501,22
111409,1952,59658,1657
5070,4810,445925,3
19157309,1714,426722,106507
41208,36058,16012,88
54263,2711,20715,1242
425681,2997,47383,1258
1318651,791,81128,9473
11833,1186,6465,105
55649,881,4780,28
260181,688,9929,837
8618528,590,335160,55917
3409879,24097,22774,14490
5837892,10,18634,20170
1051762,123352,198895,6768
3623848,6824,76012,33777
8238745,1391,796312,66369
2574904,775,375612,8396
95275,73680,102293,94
13573,695,2188,62
461458,1494,52242,4755
125787,5445,247027,783
17502,1690,16130,315
257413,907,2284,3843
1562661,1424,19481,7264
2470898,115,19182,2977
867181,482,24612,2563
1870,1417,86610,34
1073640,88727,305212,4637
1243618,997,20050,7578
34148152,48,8196,39067
1322,293,182475,50
10217481,1556,18151,23717
388039,1933,119848,8016
117503,44588,37389,229
34148970,48,8196,39070
10403,748,64591,334
19832727,1065,371530,125432
41537,7465,54096,577
1641314,500,17869,6042
919183,529,80429,1951
455572,1487,94224,3992
15230,1010,15629,814
3541041,567,305103,37378
38078,4090,18331,994
7709,115,11102,31
3622760,410,899429,4707
806509,9349,89345,5614
3931084,7055,432192,35571
45033,3831,28091,827
58046019,1104,373143,154331
63042627,121,77774,193045
34087,3004,32064,1067
4632644,1628,361462,43601
867126,482,24612,2562
935547,17,121461,8188
508351,2675,115910,5091
737870,1460,103485,6410
29619,2254,33818,306
1270069,7911,41911,9200
23605861,775,9128,42539
58046020,1104,373143,154331
5654,2363,7313,102
4632642,1628,361462,43597
128671,14555,218606,133
127316,2591,168165,948
4699668,790,278933,30206
1026276,4036,20505,917
17,81,77,0
4362930,296,1014019,29065
38485,213,1610,193
3409861,24097,22774,14488
10469526,1060,745928,69123
1449739,3473,53730,4037
795186,7355,228115,14223
1707770,152,69165,7235
1449739,3473,53730,4037
90622,406,157046,592
9040716,625,73075,8860
63042639,121,77774,193050
211550,2443,50429,1862
5049916,32,219623,764
4379090,338,211821,21972
21113,2218,27275,410
377028,811,262349,7781
25148996,1216,852743,133981
1758887,195433,51363,5226
123241,202,11864,1759
3931085,7055,432192,35571
15924469,7,1369,11121
336069,2461,145346,8713
5139957,5391,36676,15289
10968,967,132790,54
626885,993,112437,8348
4362932,296,1014020,29065
2701531,658,13681,12534
1028551,1008,88532,13210
5606,2305,20701,223
578396,2005,14519,3249
25148814,1216,852744,133976
421569,1881,345869,8077
8238786,1391,796316,66370
5906294,928,377085,20037
266085,2976,43817,1906
269814,98597,47609,1363
1073644,88727,305212,4637
52897516,878,471207,215276
237320,6376,124509,1335
500265,659,164544,5644
2208,3417,19185,17
60897,1004,54342,2040
796169,1573,68998,3154
17102,44,7167,347
196185,155206,110181,2773
19832785,1065,371531,125433
1073683,88729,305212,4635
1023848,343,18835,2438
318289,3771,165374,6422
202765,1127,40848,1246
880911,7528,362302,7220
1456875,2023,161460,16050
606156,258,9238,3975
112476,3900,34398,1347
4914623,3,56655,21719
1531,554,11388,8
756859,12528,31029,1072
4632647,1628,361462,43601
95765,53216,73405,461
1923664,116,48239,951
4632644,1628,361462,43597
3055487,94869,105214,31888
5837988,10,18634,20175
1217,1735,23281,4
218748,1196,8005,55
163634,5,1896,721
5878409,59,14486,11668
211817,1267,287156,2451
209427,701,20964,758
32046,2154,12962,123
4148566,170,645035,1929
58045942,1104,373143,154322
8929497,67764,230375,70163
531842,8939,67016,1125
1178926,488,256507,6313
18041,351,2589,257
4699641,790,278933,30208
73847,1364,23338,605
91054,76,26662,153
1028554,1008,88532,13212
1533316,27,22816,959
420614,471,11282,2458
217715,3638,54992,1253
1691960,5716,269049,18725
425221,1263,22055,2412
369128,5660,13169,2622
149381,2063,215448,256
1178926,488,256507,6313
230463,3929,292046,4957
8618562,590,335160,55921
968812,65111,332534,3191
867125,482,24612,2562
263012,732,4784,2996
79545,5604,11812,345
822,1041,34936,0
25558765,11,24081,18003
22210,2390,12124,676
410231,1648,124198,764
3760626,1,122619,4972
111797,1993,163916,4250
2838372,6,28000,10285
34148289,48,8196,39064
3760641,1,122619,4972
2838311,6,28000,10283
162461,1485,75028,2669
531875,8938,67016,1125
2742809,1290,238492,9878
513446,29949,226783,2239
34148293,48,8196,39064
3050761,1694,21004,7891
1136771,13796,65651,7021
91490413,115,17714,93731
6915420,0,557147,6101
108604,2085,53995,2281
4362953,296,1014024,29066
12333,0,76675,1
58046101,1104,373144,154323
109,386,277,1
455565,1487,94224,3992
286152,16727,502508,269
7765379,23,522227,30011
4699689,790,278933,30206
553343,1192,37991,6497
2140107,109,4871,8380
10243469,372,797371,5853
1270067,7911,41911,9200
3409889,24097,22774,14491
5837976,10,18634,20168
64056,2567,34414,1564
721688,10814,64148,8458
36702,25771,78993,64
92897,2215,51932,570
5906987,565,12452,18133
524727,3576,14114,1055
7765364,23,522227,30014
52897612,878,471209,215280
4362954,296,1014024,29066
467706,1186,28700,597
4770,1182,5184,87
9024,1915,15874,209
2982076,182,208876,37799
3622770,410,899429,4707
6038405,244,1020893,6579
19157286,1714,426723,106506
7765381,23,522227,30011
917826,45104,123002,2902
4782386,37,1488,14036
218149,14044,226859,1665
939391,483,122991,4176
15803834,6821,318043,104338
2838314,6,28000,10283
1318663,791,81128,9474
2274245,5768,88487,7435
3139442,865,6615,12132
94701,113,60087,793
2585728,2899,17424,10894
163975,12273,176599,1895
175492,4330,4567,936
517284,467,36762,171
25265987,226,32739,7197
3234861,2895,20844,22911
1494790,667,84471,2467
867128,482,24613,2562
811581,6276,29649,8548
3140459,33,6890,7230
716304,498,5943,3103
56024,37,70942,222
27037,1227,77181,539
15658,209,2340,111
74802,5719,46473,1044
10623187,4624,19572,51619
2120822,1178,94373,7764
1026134,688,1791,203
968776,65110,332536,3189
1318663,791,81128,9475
20766,671,3638,381
25558738,11,24081,18006
5838040,10,18634,20175
2201134,411,4116,8661
4557,1271,52206,103
7765388,23,522227,30011
25558738,11,24081,18006
1135462,2548,232660,7786
3692758,405,1261776,26125
960802,3262,179284,5715
4362959,296,1014025,29066
588780,110,92812,1029
1318645,791,81128,9475
6415,1683,15062,65
387413,3878,18237,1344
4811024,565,183779,5534
8133424,1638,45126,17674
426304,1477,43208,104
20574814,279,6152,4553
4362957,296,1014025,29066
269322,2484,41344,3233
768141,252,12860,6423
939976,250930,21228,2591
73864,2012,54434,739
351476,39,149425,3916
665045,1326,44471,2273
3931106,7056,432197,35570
8329187,1062,974075,8217
515028,398,64617,325
351,417,14480,7
300589,5210,30616,731
456723,2466,97492,10059
389496,1967,46625,3195
10469698,1060,745933,69125
4632664,1628,361460,43594
1305300,205,188585,1032
662311,262,80036,7578
62207,550,21768,508
27967,7055,50223,357
699,36,353,0
3692703,405,1261779,26127
2838352,6,28001,10283
7339,464,38567,161
282643,1391,139063,1778
99518,5608,141914,1500
5906305,928,377086,20037
7107,1467,37617,102
6915422,0,557148,6101
7315,6379,69440,39
1318646,791,81128,9475
657248,1593,69119,10043
36454381,18,345720,131150
123051,5885,17322,1031
6245548,669,774621,8844
601075,49248,27790,3043
19157302,1714,426723,106508
19832855,1065,371534,125438
123300,45055,25178,593
10963455,27,176,3527
2838354,6,28001,10283
377030,811,262349,7782
3642,528,931,17
51814,48601,46074,36
5838023,10,18634,20168
109846,4849,9925,216
22352,56,162,165
23259,5047,39398,582
19157302,1714,426723,106508
626894,993,112439,8350
377033,811,262349,7782
58046281,1104,373144,154325
1009519,488,37743,920
148136,3962,10457,870
90135,7395,44733,1676
35550,2917,15043,394
54311,8369,6030,149
404779,1131,18207,911
8133681,1638,45126,17679
1055,410,49015,2
3343964,10478,257216,25474
441120,1765,9788,1145
568718,388,19789,4561
1318647,791,81128,9475
5838024,10,18634,20168
537945,1322,68228,6448
55055,1980,12438,388
163948,1155,20087,3520
128282,4318,6678,2023
1742908,222,3662,4827
4379108,338,211821,21973
387413,3878,18237,1344
17471450,488,384692,65500
377506,10366,59493,1099
8929527,67764,230375,70163
297417,56380,110933,5497
139975,11026,176678,3776
39389,148,71472,775
704999,971,8332,2781
867184,482,24613,2562
107097,63,107293,288
12494,1956,11347,445
2355050,5046,41386,13748
210322,608,59373,4205
71983,1195,59650,2186
247038,6651,349048,3355
2369628,8,38224,10567
3209329,91,17653,10672
10623202,4624,19572,51621
87130,505,4317,1596
593021,3273,33193,6574
280969,13149,48174,131
737871,1460,103487,6411
218160,14044,226859,1665
1728478,1220,154272,13758
32607,927,28284,232
177340,85636,257780,231
3139469,865,6615,12133
25558760,11,24081,18003
4699681,790,278933,30207
3343966,10478,257216,25476
424840,204,18553,1415
34149496,48,8196,39072
58046410,1104,373144,154329
6245538,669,774621,8844
25149000,1216,852756,133977
2742810,1290,238492,9878
1870,1417,86610,34
577719,2266,110488,2914
1073682,88729,305212,4635
531880,8939,67016,1125
6690,1315,18372,250
305605,5586,257589,3062
3404620,21,573794,64100
2813,2673,20640,91
4463,4981,219770,135
5062470,2793,11322,11721
83173,1665,25647,2087
1365340,5990,40317,4521
20801,475,22721,97
20123,1464,10520,83
4632674,1628,361453,43594
58046578,1104,373145,154329
670089,1057,118259,6740
425556,641,22834,3489
17394,6127,60213,646
1270067,7911,41911,9200
25149068,1216,852759,133978
1742926,222,3662,4827
46986,21099,33463,166
18830,2872,14612,705
50843,1971,54271,446
19157272,1714,426723,106512
2140114,109,4871,8378
2355059,5046,41386,13749
9511386,3551,60008,52520
1245791,804,81894,7322
1235239,2078,33581,6592
2487172,1070,21457,8518
512814,344,8902,4559
1221836,1637,109923,11149
58046582,1104,373145,154329
1430030,418,42543,513
115014,2748,31930,1105
143945,3906,64326,2916
31831,2019,29346,469
97103,860,98178,1304
8080,775,3267,33
127202,2173,37894,503
25558757,11,24081,18003
1844307,2965,10103,4816
4632648,1628,361453,43602
917823,45102,123002,2902
3623823,6824,76012,33777
4344160,328,178074,13050
5906310,928,377087,20037
204641,1061,14265,1567
553342,1192,37991,6497
123165,462,41865,197
96915,1141,13174,1623
1691934,5716,269051,18726
1154196,629,7080,2187
4362982,296,1014033,29062
116790,1750,6200,2249
38789,2048,11283,1175
10623209,4624,19572,51623
55021,1915,24892,410
25558757,11,24081,18003
278410,574,6705,488
549685,460,97862,4002
467229,1463,29993,2466
161293,2313,28173,3966
58046585,1104,373145,154329
269824,98601,47614,1363
1588237,110,158850,9292
395291,1164,6774,2188
377506,10366,59493,1099
34851,37739,168941,23
2550502,4459,35132,8533
103763,13636,84571,1579
155111,1810,19615,545
10469718,1060,745934,69125
327168,255385,12962,1195
79469,2237,12523,493
29885,17124,96331,5
13588,2364,5423,342
87391,496,8220,519
1742946,222,3662,4831
1588214,110,158850,9289
979191,1830,167137,3393
21006,1356,15061,422
72340,1,533,66
2838461,6,28001,10287
4576,1614,1707,5
34149659,48,8196,39072
2402022,119,117104,6965
25149080,1216,852760,133978
1758930,195433,51363,5227
2119448,2036,13786,8993
245310,224648,228048,2726
31467190,959,13378,42394
755756,1794,42948,4770
968823,65110,332536,3190
795188,7355,228117,14223
310670,292,35248,792
1599754,3055,4827,1998
4362980,296,1014033,29067
53997,2716,16030,1369
2789617,964,18838,8324
3622794,410,899429,4708
1758931,195433,51363,5227
1103906,2588,21669,3775
773935,120444,121893,3296
490771,917,163475,4238
1135486,2548,232660,7787
236975,1189,276423,2568
746555,53,43016,10193
10579,3973,6057,85
280562,1047,110313,1290
935564,17,121463,8188
4362981,296,1014033,29067
91495860,115,17714,93742
858824,1155,22018,3677
739316,29532,379048,3979
10243437,372,797373,5853
3692757,405,1261784,26125
1874,4995,13725,13
109846,4849,9925,216
237325,6375,124509,1335
3583003,2287,33575,10093
713093,3097,55463,6345
8618562,590,335163,55919
3760673,1,122620,4973
1270068,7911,41911,9200
3931156,7055,432200,35566
19672211,731,16523,26801
34149586,48,8196,39067
269323,2484,41344,3233
64059,59161,114500,114
10469748,1060,745936,69119
19021528,520,392419,105824
1758942,195433,51363,5227
59205,923,285878,543
468844,11109,47751,6557
1230386,266,351231,480
45988,3816,46860,1403
721698,10814,64148,8457
4699679,790,278933,30208
300611,5179,30616,730
1318674,791,81128,9475
1758943,195433,51363,5227
111624,81109,80823,131
21482,14478,116084,113
4914656,3,56655,21717
89562,2047,165798,811
939978,250930,21228,2591
10469749,1060,745936,69119
2117481,7371,194700,12679
293614,1324,10859,1219
549689,460,97862,4002
142328,999,86582,663
3140675,33,6890,7232
2231663,2162,39042,5360
655359,6442,68072,8205
977200,220,70528,3403
167232,10771,13665,548
19832963,1065,371536,125440
641,1208,14656,4
708670,1070,46694,7868
1028571,1008,88532,13211
34949,1156,87835,1487
276650,988,16145,729
19672211,731,16523,26801
2795676,814,55779,12032
8329278,1062,974078,8217
2838420,6,28001,10285
574556,534,30216,2634
601988,14878,290606,4747
815294,1464,37483,682
588767,110,92812,1029
1358397,358,9617,608
1198835,2849,74853,1362
1482424,249,28011,3400
174696,1599,30895,606
771158,8939,76592,2054
880947,7527,362303,7222
867131,482,24614,2562
275674,669,175474,8435
158370,5456,302990,942
4363005,296,1014038,29062
5140182,5391,36677,15287
175671,118998,443341,185
50113,31547,43075,22
489338,33481,58189,1171
8618566,590,335163,55919
165207,1396,57687,1330
3692757,405,1261785,26125
18273,1326,9044,165
209432,724,22262,1209
845654,29111,93814,3819
4363004,296,1014038,29067
549364,305,25131,2743
61318,50634,61913,80
1073661,88727,305212,4635
63042651,121,77774,193041
225369,33656,36457,739
175670,118996,443340,185
101644,4141,50227,2266
767319,7414,10422,4078
274394,279,30861,3241
7008,433,32413,16
549687,459,97862,4001
89143,7231,75250,2318
358253,1199,113773,2661
519204,58,108298,2884
2838422,6,28001,10285
2930734,1618,49390,11704
223365,7695,20075,806
1273,816,3406,1
198856,1292,146078,1363
301043,351,602472,4043
588786,110,92812,1029
2654884,10994,469956,20719
869776,4309,207916,784
10623152,4623,19572,51623
445444,7591,10949,6869
297419,56380,110934,5497
99523,5608,141919,1500
52897768,878,471211,215268
1291830,882,26001,5978
295790,2695,176537,1631
3264243,865,12034,1613
684202,882,39311,2168
1641311,500,17869,6042
4738885,911,374486,37012
30333,856,23677,227
19157290,1714,426724,106505
1028561,1008,88532,13211
773931,120444,121893,3296
531244,4923,21230,2647
167234,10772,13665,548
6326320,235,74661,23872
58046834,1104,373147,154326
829357,1142,104281,8019
737869,1462,103488,6411
209734,1397,33163,5608
857330,245,248582,19388
3055474,94869,105214,31885
406198,1087,168836,2184
5233,1413,26921,99
94734,98186,60514,475
1111890,347,96362,1798
2789673,964,18840,8326
223878,2126,9250,981
2930727,1618,49390,11701
111408,1952,59658,1657
3931171,7056,432206,35566
282644,1391,139063,1778
61463,3411,113623,443
4406205,459,5720,10300
138100,2247,37451,2433
549692,459,97862,4001
2648467,1607,9897,19075
38200,1317,19094,937
329841,1803,228907,854
3140693,33,6890,7230
34149755,48,8196,39067
3343944,10478,257221,25475
21834,1308,170831,32
5838081,10,18634,20168
4699727,790,278933,30208
1073645,88728,305212,4635
294691,977,49580,1879
2676539,5530,19171,10927
4183812,431,50817,13859
415233,3036,7331,1141
74466,1009,27934,118
882459,586,54675,3966
329841,1803,228907,854
124563,823,7273,1158
6007744,767,238409,8470
25168,1258,163912,905
229418,1127,118890,2316
449030,1746,21028,1954
15566761,1471,20631,23988
425697,2997,47383,1258
4183812,431,50817,13859
58046546,1104,373147,154330
33182,586,57601,1187
2325221,608,296916,26549
58046843,1104,373147,154326
507232,1219,69203,7099
811584,6276,29649,8548
641100,541,41973,11825
4699729,790,278933,30208
1274827,1551,240134,9159
34148993,48,8196,39065
353037,1302,178316,5688
3343966,10478,257221,25477
199,161,1233,0
347239,669,39198,2260
37939,13743,314574,86
880925,7527,362303,7220
148746,9311,74205,1533
2027,887,5959,62
2119464,2036,13786,8992
282341,1121,18704,1642
19833020,1065,371537,125440
58046854,1104,373147,154326
233921,1920,62040,2663
880956,7527,362303,7222
3931187,7055,432207,35566
143250,1977,9116,308
1270057,7911,41911,9200
360062,16849,230437,2603
469718,580,15696,3924
10459,9774,95902,40
163854,4233,56297,4957
111408,1952,59658,1657
5869628,329,4315,12033
8340993,1090,66213,13053
2550579,4459,35131,8537
30773,190,20105,1065
869794,4309,207917,784
28062,1260,14901,228
247043,6651,349052,3356
4914660,3,56655,21717
3692754,405,1261787,26125
49995783,3,37972,146699
268406,2396,17052,643
766846,114,2860,2059
1758989,195451,51363,5230
26044,775,35981,653
2026889,1183,352177,13286
195981,145,124341,171
439293,854,30015,3957
88891,4990,53571,566
9594098,1078,28768,35872
111409,1952,59658,1657
4183753,431,50817,13853
102659,112162,40250,143
77563,22081,62787,106
2742781,1290,238494,9878
505704,1010,282648,6931
183190,542,3484,5269
8133964,1638,45126,17672
960805,3261,179289,5712
2431891,616,30298,8171
49995785,3,37972,146699
2971434,359,44767,1935
7955,619,5498,59
890265,63,33936,15467
2742781,1290,238494,9878
670100,1057,118259,6738
155664,1633,13505,1354
130183,1058,15864,873
1237003,353,101066,7556
36886,3815,80698,108
721698,10814,64148,8457
68248,543,77423,1529
336922,2791,31667,3958
917825,45102,123003,2902
3409860,24097,22774,14487
9099782,1857,338074,50526
695621,470,20884,195
43748,762,28634,611
300627,5179,30616,730
4363043,296,1014047,29068
19207,18871,34538,34
1449944,3473,53730,4036
880935,7527,362303,7220
11496,1047,5831,44
1419307,4768,207031,11913
294686,977,49580,1879
4556,1271,52207,103
1419299,4768,207031,11913
15449337,1200,84886,44111
882416,133,328738,2527
1482463,249,28011,3400
131809,1794,22085,2098
1218535,27621,238899,5007
377519,10365,59493,1099
4061619,1035,7224,8379
24874,795,25549,82
2795669,814,55779,12032
1299667,1199,6258,2890
282652,1391,139064,1778
170321,2174,18587,1070
4379154,338,211821,21970
478448,1265,48975,10168
52898006,878,471214,215269
81711,887,27883,589
10623224,4624,19572,51621
193595,963,4038,1025
1282686,586,37871,7311
5609629,669,323084,3810
122991,790,1003,804
718517,1689,99324,5407
67978,51,6343,0
1588249,110,158852,9289
23244,5260,8574,434
1404305,3164,18435,4014
16684,1399,16183,179
1562750,1424,19481,7264
10907,2166,22171,188
4632709,1628,361454,43595
272731,1628,102225,3916
58047026,1104,373148,154320
9594180,1078,28768,35873
264727,488,4588,206
19157338,1714,426725,106505
19672314,731,16523,26797
8106,418,2199,74
19157339,1714,426725,106505
142332,999,86582,663
58046730,1104,373148,154331
395444,1406,87432,3631
269068,969,101822,1230
1358404,358,9617,608
7965360,2027,148005,17268
174898,72,712,489
63042837,121,77774,193041
17202,500,121782,429
101100,556,47907,586
1048425,401,42064,363
1073649,88728,305212,4635
977208,220,70528,3404
2930782,1618,49390,11704
1981985,368,667006,8573
467512,6793,40499,3197
1444532,3637,356130,2213
1482387,249,28011,3402
4148766,170,645054,1929
1764542,1266,13064,3922
4363010,296,1014047,29063
489370,33468,58193,1170
89145,7231,75250,2318
670843,1,31151,402
73388,28805,114856,84
773938,120444,121894,3296
22021,18347,65602,4
99707,37335,121271,175
58047036,1104,373148,154320
309994,2082,14211,4118
58047036,1104,373148,154320
325440,185,4860,146
4406974,697,238918,6671
880965,7527,362303,7222
8518,116,83224,4
10623165,4623,19572,51623
737886,1462,103488,6411
4603715,332,18194,655
1831169,127,37072,1593
10159436,334,543998,21930
1374197,1026,382174,22884
737887,1462,103488,6411
323630,52,141568,3420
19157342,1714,426725,106505
480737,2095,102442,684
513450,29949,226787,2237
34149932,48,8196,39067
880967,7527,362303,7222
25558633,11,24081,18004
1997631,3807,24171,10611
336925,2791,31667,3958
939423,483,122995,4176
114999,7707,34733,1233
3541097,567,305107,37378
887063,1478,46603,2842
5838144,10,18634,20168
229220,637,170546,2638
31349,507,9010,342
3358227,1047,89776,21322
577758,2266,110490,2914
5906339,928,377092,20037
114015,50522,51295,108
867133,482,24616,2562
89717,1968,70260,548
2795670,814,55779,12032
961524,5881,242403,14551
5337,4670,13775,141
1274799,1551,240655,9161
121195,3645,247408,1629
917813,45103,123003,2902
453053,31180,126766,1413
953127,122,68780,2924
1501535,366,160645,9379
15803983,6821,318047,104338
14766,366,15950,37
6268,4752,12933,2
346413,63270,109267,1882
8276,253,12265,61
3606842,436,9869,18242
2155687,4343,67108,12553
2362747,1,5801,4762
88696,3274,10163,710
41853,18915,226059,2
335216,1775,31018,2534
1396020,2382,32445,620
9099867,1857,338075,50526
199073,598,59944,4146
36337,848,79009,1896
40557,1918,8493,821
1073696,88729,305212,4635
739319,852,17271,2269
34149311,48,8196,39065
1533385,27,22816,959
12749,12801,19370,86
7096,498,19547,54
201294,2035,285115,1272
2838548,6,28001,10282
917813,45103,123003,2902
10623153,4623,19572,51621
25558759,11,24081,18001
346399,63269,109267,1881
21611037,262,466500,71671
1811736,9073,32884,6080
103814,150,17504,1024
10623154,4623,19572,51621
82414,4564,174464,2339
75848,23083,244979,992
78621709,2431,32741,28627
34149315,48,8196,39065
34149315,48,8196,39065
41223,11755,133845,445
1707748,152,69165,7235
1207527,111272,210926,15033
1010277,1597,27918,4311
17518,3009,59991,240
4363058,296,1014051,29068
2958,597,20757,28
111408,1952,59658,1657
598651,89025,108371,3365
1229826,522,28000,8177
42096,3900,104521,905
3409860,24097,22774,14487
4363058,296,1014051,29068
19157362,1714,426726,106506
46367,757,65081,469
186607,5504,18163,1851
1685102,692,3483,7448
1562792,1424,19481,7267
498043,966,16992,2059
439399,1669,19586,3600
12609,187,9573,281
549709,459,97862,4002
146695,60,77709,3035
