neg,neu,pos,compound
0.0,0.896,0.104,0.5994
0.0,1.0,0.0,0.0
0.075,0.925,0.0,-0.3818
0.0,0.886,0.114,0.5809
0.249,0.656,0.095,-0.5719
0.064,0.808,0.128,0.4753
0.106,0.702,0.192,0.6739
0.139,0.861,0.0,-0.765
0.0,1.0,0.0,0.0
0.192,0.808,0.0,-0.7944
0.0,0.937,0.063,0.4019
0.0,0.892,0.108,0.3724
0.0,1.0,0.0,0.0
0.091,0.877,0.032,-0.4027
0.208,0.792,0.0,-0.8126
0.0,1.0,0.0,0.0
0.0,0.906,0.094,0.4574
0.041,0.891,0.067,0.0498
0.052,0.892,0.056,0.0498
0.0,0.951,0.049,0.3182
0.116,0.884,0.0,-0.5267
0.0,0.915,0.085,0.1531
0.0,0.852,0.148,0.6597
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.183,0.692,0.124,-0.4404
0.0,1.0,0.0,0.0
0.11,0.744,0.147,0.4215
0.187,0.813,0.0,-0.7178
0.0,1.0,0.0,0.0
0.213,0.787,0.0,-0.8074
0.0,0.698,0.302,0.927
0.0,0.756,0.244,0.6705
0.034,0.765,0.201,0.8422
0.0,0.811,0.189,0.4215
0.281,0.507,0.212,-0.3612
0.0,0.769,0.231,0.772
0.029,0.943,0.027,-0.0258
0.31,0.69,0.0,-0.9442
0.13,0.815,0.055,-0.5499
0.083,0.884,0.034,-0.4767
0.198,0.669,0.134,-0.7105
0.056,0.944,0.0,-0.4003
0.0,0.859,0.141,0.4215
0.15,0.813,0.037,-0.7633
0.053,0.947,0.0,-0.296
0.201,0.799,0.0,-0.8689
0.141,0.859,0.0,-0.3182
0.071,0.929,0.0,-0.296
0.133,0.867,0.0,-0.4581
0.0,1.0,0.0,0.0
0.0,0.856,0.144,0.7845
0.0,1.0,0.0,0.0
0.089,0.87,0.042,-0.3167
0.0,0.843,0.157,0.6597
0.0,1.0,0.0,0.0
0.094,0.906,0.0,-0.4019
0.18,0.82,0.0,-0.7849
0.158,0.748,0.094,-0.5499
0.0,0.817,0.183,0.7579
0.136,0.805,0.059,-0.5537
0.0,0.843,0.157,0.3818
0.143,0.857,0.0,-0.7178
0.179,0.69,0.131,-0.5719
0.335,0.665,0.0,-0.9397
0.042,0.864,0.094,0.4019
0.0,1.0,0.0,0.0
0.0,0.953,0.047,0.2235
0.0,1.0,0.0,0.0
0.123,0.687,0.19,0.561
0.0,0.929,0.071,0.3818
0.051,0.884,0.065,0.1531
0.107,0.77,0.123,0.186
0.0,0.887,0.113,0.3182
0.073,0.927,0.0,-0.2263
0.16,0.776,0.063,-0.6705
0.0,0.9,0.1,0.2263
0.0,1.0,0.0,0.0
0.0,0.847,0.153,0.5574
0.044,0.956,0.0,-0.2263
0.098,0.83,0.072,-0.0531
0.0,0.879,0.121,0.5106
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.918,0.082,0.5413
0.0,1.0,0.0,0.0
0.0,0.94,0.06,0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.82,0.18,0.5267
0.114,0.886,0.0,-0.7236
0.115,0.885,0.0,-0.3818
0.152,0.848,0.0,-0.7662
0.0,1.0,0.0,0.0
0.0,0.714,0.286,0.5574
0.059,0.911,0.03,-0.3182
0.083,0.833,0.083,0.0
0.082,0.509,0.409,0.9517
0.03,0.847,0.123,0.6597
0.067,0.799,0.134,0.3818
0.0,0.774,0.226,0.8553
0.164,0.804,0.033,-0.6597
0.038,0.903,0.059,0.205
0.208,0.792,0.0,-0.4939
0.228,0.772,0.0,-0.7579
0.0,1.0,0.0,0.0
0.0,0.809,0.191,0.8728
0.266,0.62,0.115,-0.8422
0.068,0.742,0.19,0.6249
0.223,0.777,0.0,-0.5574
0.155,0.845,0.0,-0.5106
0.259,0.741,0.0,-0.9325
0.121,0.879,0.0,-0.3182
0.0,1.0,0.0,0.0
0.13,0.629,0.242,0.6908
0.185,0.815,0.0,-0.7865
0.0,1.0,0.0,0.0
0.0,0.867,0.133,0.3818
0.182,0.743,0.074,-0.3818
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.05,0.725,0.225,0.825
0.032,0.881,0.087,0.4432
0.102,0.704,0.194,0.3818
0.0,1.0,0.0,0.0
0.0,0.953,0.047,0.2732
0.0,0.759,0.241,0.6908
0.159,0.841,0.0,-0.7003
0.179,0.821,0.0,-0.8176
0.185,0.815,0.0,-0.7883
0.0,0.814,0.186,0.7906
0.0,0.944,0.056,0.3182
0.06,0.733,0.207,0.7906
0.05,0.785,0.165,0.7184
0.0,1.0,0.0,0.0
0.18,0.727,0.093,-0.6486
0.0,0.865,0.135,0.802
0.07,0.907,0.022,-0.3382
0.12,0.683,0.197,0.2263
0.0,0.928,0.072,0.4767
0.112,0.585,0.302,0.5994
0.315,0.55,0.135,-0.5574
0.0,1.0,0.0,0.0
0.0,0.858,0.142,0.743
0.0,0.581,0.419,0.5574
0.051,0.813,0.136,0.5893
0.0,0.704,0.296,0.8588
0.089,0.585,0.326,0.7717
0.0,1.0,0.0,0.0
0.055,0.945,0.0,-0.296
0.073,0.885,0.042,-0.2023
0.0,0.766,0.234,0.8461
0.0,1.0,0.0,0.0
0.183,0.714,0.102,-0.4939
0.0,0.718,0.282,0.7096
0.0,1.0,0.0,0.0
0.193,0.807,0.0,-0.4767
0.0,0.916,0.084,0.5106
0.0,0.773,0.227,0.8402
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.199,0.702,0.099,-0.4019
0.158,0.842,0.0,-0.4939
0.062,0.855,0.082,0.1531
0.0,0.909,0.091,0.296
0.088,0.912,0.0,-0.4939
0.405,0.595,0.0,-0.836
0.044,0.885,0.071,0.34
0.0,0.882,0.118,0.4215
0.284,0.673,0.043,-0.8696
0.044,0.956,0.0,-0.2617
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.96,0.04,0.1027
0.081,0.863,0.056,-0.3272
0.0,0.916,0.084,0.4939
0.0,0.684,0.316,0.5719
0.0,1.0,0.0,0.0
0.174,0.645,0.181,0.0258
0.257,0.743,0.0,-0.9094
0.19,0.81,0.0,-0.7003
0.0,0.886,0.114,0.5994
0.04,0.852,0.108,0.34
0.066,0.835,0.099,0.4019
0.0,1.0,0.0,0.0
0.06,0.751,0.189,0.6114
0.057,0.943,0.0,-0.34
0.0,1.0,0.0,0.0
0.122,0.772,0.107,-0.128
0.079,0.889,0.032,-0.5321
0.0,0.943,0.057,0.4023
0.078,0.922,0.0,-0.5849
0.128,0.772,0.101,-0.2263
0.062,0.797,0.141,0.4767
0.0,0.845,0.155,0.6808
0.231,0.591,0.177,-0.25
0.0,1.0,0.0,0.0
0.189,0.686,0.125,-0.1494
0.0,0.927,0.073,0.2023
0.06,0.836,0.104,0.1779
0.0,0.863,0.137,0.7579
0.188,0.665,0.146,-0.4939
0.093,0.797,0.11,0.2263
0.088,0.811,0.101,0.1027
0.0,0.967,0.033,0.0772
0.115,0.666,0.219,0.4278
0.107,0.789,0.104,-0.0281
0.0,0.828,0.172,0.4019
0.097,0.903,0.0,-0.5267
0.064,0.936,0.0,-0.2263
0.0,1.0,0.0,0.0
0.102,0.788,0.11,-0.1531
0.188,0.645,0.168,0.2263
0.0,1.0,0.0,0.0
0.087,0.913,0.0,-0.5994
0.222,0.58,0.198,-0.34
0.227,0.698,0.076,-0.5574
0.0,0.94,0.06,0.3612
0.0,0.825,0.175,0.5574
0.0,0.87,0.13,0.5574
0.0,1.0,0.0,0.0
0.0,0.833,0.167,0.2023
0.119,0.818,0.063,-0.4767
0.0,1.0,0.0,0.0
0.066,0.934,0.0,-0.4019
0.0,0.894,0.106,0.2263
0.0,0.925,0.075,0.4767
0.0,0.922,0.078,0.296
0.0,0.504,0.496,0.9705
0.078,0.708,0.214,0.9001
0.096,0.904,0.0,-0.5574
0.08,0.829,0.09,-0.1531
0.1,0.79,0.11,0.0772
0.058,0.942,0.0,-0.296
0.07,0.858,0.072,0.0258
0.098,0.803,0.098,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.227,0.773,0.0,-0.6486
0.0,0.654,0.346,0.8402
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.18,0.746,0.075,-0.5859
0.098,0.837,0.065,-0.3339
0.0,0.795,0.205,0.5574
0.0,0.805,0.195,0.6249
0.0,0.93,0.07,0.4019
0.0,1.0,0.0,0.0
0.045,0.904,0.051,-0.1779
0.0,1.0,0.0,0.0
0.0,0.905,0.095,0.4767
0.085,0.889,0.026,-0.4404
0.0,1.0,0.0,0.0
0.0,0.909,0.091,0.128
0.072,0.793,0.135,0.4588
0.085,0.915,0.0,-0.5848
0.44,0.56,0.0,-0.9001
0.155,0.845,0.0,-0.7579
0.0,0.707,0.293,0.6597
0.165,0.719,0.115,-0.2732
0.0,1.0,0.0,0.0
0.0,0.916,0.084,0.2732
0.161,0.778,0.061,-0.5095
0.071,0.877,0.052,-0.2263
0.0,0.853,0.147,0.2263
0.0,0.865,0.135,0.4215
0.0,1.0,0.0,0.0
0.0,0.871,0.129,0.552
0.0,1.0,0.0,0.0
0.098,0.773,0.129,0.2173
0.0,0.777,0.223,0.5574
0.0,1.0,0.0,0.0
0.0,0.769,0.231,0.5574
0.072,0.928,0.0,-0.296
0.09,0.636,0.274,0.8122
0.198,0.802,0.0,-0.4939
0.102,0.826,0.072,-0.0258
0.138,0.862,0.0,-0.3412
0.138,0.862,0.0,-0.3736
0.0,0.749,0.251,0.886
0.0,0.762,0.238,0.7783
0.169,0.787,0.044,-0.6705
0.0,1.0,0.0,0.0
0.31,0.69,0.0,-0.6597
0.087,0.794,0.119,0.3919
0.0,1.0,0.0,0.0
0.0,0.828,0.172,0.7003
0.073,0.927,0.0,-0.3818
0.0,1.0,0.0,0.0
0.239,0.761,0.0,-0.6908
0.097,0.903,0.0,-0.5719
0.0,1.0,0.0,0.0
0.067,0.872,0.062,-0.0772
0.0,1.0,0.0,0.0
0.134,0.746,0.119,-0.1027
0.09,0.725,0.186,0.5423
0.098,0.754,0.148,0.2808
0.069,0.655,0.276,0.7695
0.0,0.937,0.062,0.296
0.147,0.655,0.198,0.4048
0.126,0.874,0.0,-0.6166
0.075,0.749,0.176,0.4019
0.061,0.877,0.062,0.0085
0.0,0.941,0.059,0.4019
0.0,0.888,0.112,0.6908
0.0,1.0,0.0,0.0
0.0,0.872,0.128,0.6808
0.177,0.823,0.0,-0.6486
0.141,0.859,0.0,-0.3535
0.106,0.771,0.123,0.1779
0.156,0.694,0.15,-0.0964
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.101,0.899,0.0,-0.4019
0.0,0.95,0.05,0.2732
0.0,0.897,0.103,0.2023
0.0,0.84,0.16,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.116,0.884,0.0,-0.6249
0.0,0.92,0.08,0.0772
0.218,0.782,0.0,-0.6908
0.091,0.761,0.147,0.2732
0.057,0.832,0.111,0.3291
0.093,0.803,0.104,0.1301
0.0,0.822,0.178,0.836
0.228,0.772,0.0,-0.8271
0.075,0.827,0.098,0.1531
0.0,0.932,0.068,0.4019
0.039,0.754,0.207,0.7845
0.0,0.752,0.248,0.872
0.067,0.867,0.065,-0.0258
0.156,0.79,0.053,-0.6808
0.077,0.793,0.129,0.4215
0.364,0.584,0.052,-0.9493
0.196,0.804,0.0,-0.5994
0.0,0.765,0.235,0.836
0.108,0.822,0.07,-0.3071
0.0,0.725,0.275,0.8445
0.106,0.836,0.058,-0.3818
0.126,0.583,0.291,0.6249
0.073,0.9,0.027,-0.296
0.056,0.944,0.0,-0.2263
0.0,0.551,0.449,0.886
0.249,0.751,0.0,-0.6085
0.055,0.895,0.05,-0.0516
0.156,0.649,0.195,0.368
0.068,0.805,0.127,0.4404
0.098,0.719,0.182,0.5859
0.083,0.846,0.071,0.1027
0.0,0.737,0.263,0.6124
0.0,1.0,0.0,0.0
0.279,0.721,0.0,-0.7351
0.094,0.641,0.265,0.6124
0.145,0.503,0.352,0.5719
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.095,0.905,0.0,-0.25
0.0,0.718,0.282,0.9313
0.092,0.794,0.114,0.264
0.091,0.909,0.0,-0.25
0.048,0.952,0.0,-0.296
0.288,0.712,0.0,-0.8519
0.107,0.854,0.039,-0.4215
0.0,0.967,0.033,0.0772
0.118,0.789,0.092,-0.2023
0.056,0.877,0.067,0.1132
0.0,0.905,0.095,0.5826
0.0,1.0,0.0,0.0
0.121,0.879,0.0,-0.6249
0.0,1.0,0.0,0.0
0.213,0.51,0.277,0.0953
0.129,0.743,0.129,-0.25
0.172,0.75,0.078,-0.0341
0.0,0.953,0.047,0.1984
0.072,0.668,0.26,0.6556
0.077,0.533,0.39,0.9286
0.0,0.943,0.057,0.3182
0.039,0.85,0.112,0.4588
0.0,1.0,0.0,0.0
0.0,0.829,0.171,0.8042
0.06,0.94,0.0,-0.1531
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.836,0.164,0.5719
0.119,0.881,0.0,-0.6476
0.237,0.658,0.105,-0.4588
0.143,0.795,0.062,-0.3272
0.278,0.722,0.0,-0.6124
0.055,0.85,0.095,0.25
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.147,0.853,0.0,-0.6486
0.171,0.685,0.144,-0.1027
0.0,1.0,0.0,0.0
0.103,0.83,0.067,-0.2263
0.256,0.655,0.089,-0.8271
0.138,0.742,0.12,-0.2263
0.091,0.867,0.042,-0.2714
0.111,0.889,0.0,-0.4588
0.0,0.832,0.168,0.8074
0.198,0.802,0.0,-0.5719
0.195,0.673,0.131,-0.4404
0.096,0.875,0.029,-0.3626
0.0,0.909,0.091,0.3182
0.081,0.806,0.114,0.296
0.147,0.853,0.0,-0.7717
0.163,0.837,0.0,-0.7506
0.263,0.737,0.0,-0.9571
0.239,0.719,0.042,-0.8591
0.063,0.847,0.09,0.0972
0.356,0.556,0.088,-0.8481
0.0,0.941,0.059,0.3468
0.187,0.734,0.079,-0.5574
0.189,0.644,0.166,-0.2732
0.053,0.894,0.053,0.0
0.193,0.737,0.07,-0.7906
0.0,0.888,0.112,0.2263
0.134,0.81,0.055,-0.5574
0.0,0.917,0.083,0.4019
0.0,0.858,0.142,0.743
0.0,0.893,0.107,0.5574
0.053,0.771,0.176,0.7845
0.0,1.0,0.0,0.0
0.289,0.711,0.0,-0.7073
0.183,0.817,0.0,-0.4003
0.0,0.828,0.172,0.6597
0.0,0.926,0.074,0.1779
0.06,0.829,0.112,0.4003
0.233,0.767,0.0,-0.8047
0.059,0.941,0.0,-0.296
0.205,0.795,0.0,-0.8519
0.155,0.845,0.0,-0.296
0.166,0.798,0.036,-0.6584
0.068,0.676,0.256,0.8442
0.0,0.769,0.231,0.5574
0.0,1.0,0.0,0.0
0.121,0.713,0.166,0.3853
0.0,1.0,0.0,0.0
0.12,0.786,0.094,-0.0541
0.262,0.637,0.101,-0.7778
0.066,0.693,0.24,0.6456
0.362,0.638,0.0,-0.9631
0.088,0.802,0.11,0.2732
0.0,1.0,0.0,0.0
0.282,0.654,0.063,-0.8411
0.0,0.85,0.15,0.765
0.0,1.0,0.0,0.0
0.0,0.804,0.196,0.7631
0.189,0.811,0.0,-0.5994
0.046,0.854,0.1,0.3612
0.0,1.0,0.0,0.0
0.0,0.9,0.1,0.3034
0.0,0.945,0.055,0.2732
0.0,1.0,0.0,0.0
0.0,0.968,0.032,0.0772
0.0,0.788,0.212,0.8225
0.0,0.87,0.13,0.6249
0.0,1.0,0.0,0.0
0.042,0.958,0.0,-0.2748
0.031,0.843,0.126,0.6486
0.131,0.803,0.066,-0.4019
0.131,0.869,0.0,-0.7579
0.093,0.793,0.115,0.128
0.107,0.893,0.0,-0.5848
0.082,0.918,0.0,-0.3182
0.064,0.871,0.066,0.0258
0.0,0.903,0.097,0.5106
0.043,0.763,0.194,0.8442
0.0,1.0,0.0,0.0
0.0,0.931,0.069,0.2144
0.179,0.821,0.0,-0.8074
0.054,0.792,0.154,0.5267
0.049,0.951,0.0,-0.1655
0.257,0.743,0.0,-0.5423
0.0,0.921,0.079,0.4588
0.0,0.9,0.1,0.2732
0.199,0.683,0.118,-0.7261
0.084,0.791,0.126,0.2023
0.091,0.909,0.0,-0.4404
0.148,0.738,0.115,-0.2023
0.123,0.788,0.089,-0.25
0.209,0.562,0.228,0.1531
0.051,0.949,0.0,-0.1119
0.0,0.904,0.096,0.3034
0.058,0.867,0.075,0.1531
0.075,0.785,0.14,0.2263
0.0,1.0,0.0,0.0
0.0,0.878,0.122,0.6124
0.136,0.806,0.058,-0.4824
0.0,1.0,0.0,0.0
0.0,0.795,0.205,0.2023
0.0,0.902,0.098,0.4404
0.153,0.717,0.13,-0.0516
0.198,0.767,0.035,-0.7845
0.097,0.903,0.0,-0.5267
0.194,0.773,0.033,-0.8555
0.0,0.715,0.285,0.921
0.0,1.0,0.0,0.0
0.0,0.873,0.127,0.4939
0.043,0.881,0.076,0.4215
0.053,0.859,0.089,0.3182
0.0,0.952,0.048,0.0772
0.0,1.0,0.0,0.0
0.241,0.759,0.0,-0.3612
0.06,0.94,0.0,-0.4019
0.119,0.734,0.147,0.1531
0.0,1.0,0.0,0.0
0.371,0.629,0.0,-0.9712
0.07,0.874,0.056,0.1027
0.0,0.736,0.264,0.8788
0.0,0.828,0.172,0.4019
0.145,0.671,0.184,0.0258
0.0,1.0,0.0,0.0
0.069,0.741,0.19,0.5106
0.139,0.861,0.0,-0.5267
0.185,0.645,0.17,0.4306
0.053,0.947,0.0,-0.34
0.24,0.76,0.0,-0.6249
0.0,0.915,0.085,0.34
0.0,0.884,0.116,0.2411
0.246,0.754,0.0,-0.8689
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.153,0.847,0.0,-0.4019
0.0,0.782,0.218,0.7712
0.0,1.0,0.0,0.0
0.109,0.769,0.122,-0.128
0.155,0.845,0.0,-0.296
0.12,0.725,0.156,0.0
0.104,0.748,0.148,0.296
0.0,1.0,0.0,0.0
0.135,0.865,0.0,-0.7506
0.0,1.0,0.0,0.0
0.247,0.672,0.082,-0.8442
0.081,0.919,0.0,-0.296
0.0,1.0,0.0,0.0
0.2,0.8,0.0,-0.7579
0.0,1.0,0.0,0.0
0.056,0.814,0.13,0.4404
0.234,0.698,0.068,-0.5789
0.085,0.915,0.0,-0.0772
0.0,1.0,0.0,0.0
0.08,0.92,0.0,-0.4588
0.0,0.707,0.293,0.4404
0.0,0.877,0.123,0.3612
0.0,0.918,0.082,0.5106
0.175,0.792,0.033,-0.7351
0.084,0.809,0.107,0.1779
0.094,0.839,0.067,-0.2732
0.0,1.0,0.0,0.0
0.104,0.817,0.079,0.0031
0.0,0.89,0.11,0.5859
0.0,0.76,0.24,0.9223
0.053,0.911,0.036,-0.2023
0.0,0.886,0.114,0.4019
0.0,1.0,0.0,0.0
0.051,0.914,0.035,-0.1531
0.053,0.857,0.09,0.4019
0.185,0.815,0.0,-0.7964
0.123,0.877,0.0,-0.5423
0.0,1.0,0.0,0.0
0.128,0.783,0.089,-0.2732
0.04,0.833,0.126,0.5584
0.093,0.7,0.207,0.6167
0.0,0.836,0.164,0.7089
0.162,0.838,0.0,-0.4767
0.0,0.909,0.091,0.4767
0.0,0.695,0.305,0.6908
0.147,0.853,0.0,-0.5674
0.034,0.966,0.0,-0.0516
0.083,0.792,0.125,0.2333
0.0,0.773,0.227,0.5719
0.0,0.872,0.128,0.2263
0.0,1.0,0.0,0.0
0.065,0.935,0.0,-0.1154
0.097,0.818,0.086,-0.0772
0.113,0.761,0.126,0.3609
0.0,1.0,0.0,0.0
0.158,0.752,0.09,-0.5719
0.0,0.616,0.384,0.5777
0.131,0.738,0.131,-0.25
0.244,0.756,0.0,-0.8402
0.133,0.745,0.122,-0.0772
0.0,0.927,0.073,0.3818
0.0,1.0,0.0,0.0
0.0,0.86,0.14,0.5994
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.135,0.764,0.101,-0.2462
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.276,0.652,0.072,-0.8052
0.0,0.907,0.093,0.5106
0.086,0.767,0.148,0.3382
0.0,0.894,0.106,0.6124
0.047,0.847,0.106,0.4215
0.0,1.0,0.0,0.0
0.047,0.953,0.0,-0.296
0.0,0.778,0.222,0.7717
0.0,1.0,0.0,0.0
0.0,0.836,0.164,0.5423
0.203,0.573,0.224,-0.0729
0.084,0.865,0.051,-0.311
0.156,0.844,0.0,-0.2584
0.359,0.641,0.0,-0.9169
0.277,0.723,0.0,-0.5574
0.0,0.889,0.111,0.2185
0.064,0.886,0.05,-0.128
0.0,0.87,0.13,0.4019
0.0,1.0,0.0,0.0
0.136,0.864,0.0,-0.296
0.231,0.769,0.0,-0.5994
0.135,0.666,0.199,0.4186
0.086,0.859,0.055,-0.34
0.081,0.859,0.06,-0.2023
0.0,0.851,0.149,0.4215
0.0,0.753,0.247,0.5574
0.12,0.815,0.065,-0.4019
0.125,0.813,0.062,-0.4939
0.06,0.852,0.088,0.25
0.0,0.957,0.043,0.0772
0.0,1.0,0.0,0.0
0.251,0.749,0.0,-0.9081
0.0,0.837,0.163,0.7906
0.218,0.782,0.0,-0.7506
0.172,0.828,0.0,-0.6597
0.131,0.76,0.109,-0.2396
0.098,0.753,0.148,0.4939
0.238,0.614,0.148,-0.5423
0.041,0.695,0.264,0.9304
0.0,0.788,0.212,0.8271
0.049,0.869,0.082,0.128
0.192,0.737,0.071,-0.5994
0.114,0.886,0.0,-0.6468
0.056,0.739,0.205,0.7821
0.0,0.894,0.106,0.6124
0.131,0.714,0.154,0.0493
0.0,0.787,0.213,0.7506
0.155,0.752,0.093,-0.34
0.0,0.901,0.099,0.4927
0.208,0.679,0.114,-0.7717
0.065,0.935,0.0,-0.4329
0.276,0.724,0.0,-0.7269
0.121,0.786,0.093,-0.0062
0.0,1.0,0.0,0.0
0.0,0.753,0.247,0.88
0.0,0.925,0.075,0.296
0.047,0.85,0.103,0.2023
0.238,0.762,0.0,-0.7351
0.0,0.835,0.165,0.743
0.0,0.891,0.109,0.4019
0.088,0.695,0.217,0.652
0.134,0.789,0.077,-0.4019
0.365,0.635,0.0,-0.5574
0.0,0.906,0.094,0.4767
0.135,0.788,0.077,-0.5267
0.049,0.878,0.073,0.2732
0.095,0.905,0.0,-0.6588
0.059,0.871,0.07,0.128
0.084,0.822,0.094,0.128
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.198,0.693,0.109,-0.6307
0.114,0.761,0.125,0.1531
0.056,0.72,0.224,0.7506
0.0,1.0,0.0,0.0
0.2,0.568,0.233,0.4019
0.056,0.944,0.0,-0.296
0.0,1.0,0.0,0.0
0.0,0.881,0.119,0.3182
0.274,0.646,0.08,-0.6249
0.0,0.678,0.322,0.4215
0.0,0.948,0.052,0.2732
0.0,1.0,0.0,0.0
0.0,0.939,0.061,0.296
0.0,0.783,0.217,0.5574
0.15,0.781,0.069,-0.5719
0.13,0.803,0.067,-0.2263
0.249,0.751,0.0,-0.743
0.046,0.777,0.177,0.7741
0.056,0.759,0.184,0.7096
0.0,0.645,0.355,0.5106
0.0,0.807,0.193,0.8442
0.122,0.769,0.108,-0.1779
0.103,0.793,0.103,0.0
0.126,0.874,0.0,-0.5574
0.085,0.82,0.095,0.0772
0.21,0.669,0.121,-0.5859
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.232,0.768,0.0,-0.8957
0.0,0.78,0.22,0.765
0.0,0.87,0.13,0.5574
0.0,1.0,0.0,0.0
0.152,0.848,0.0,-0.6249
0.0,1.0,0.0,0.0
0.0,0.806,0.194,0.5574
0.0,0.939,0.061,0.0258
0.063,0.857,0.08,0.1531
0.148,0.852,0.0,-0.5423
0.0,0.854,0.146,0.6883
0.0,0.839,0.161,0.5904
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.832,0.168,0.7249
0.0,0.946,0.054,0.4019
0.0,0.941,0.059,0.0516
0.122,0.819,0.06,-0.4215
0.0,0.553,0.447,0.8885
0.0,0.89,0.11,0.6798
0.147,0.853,0.0,-0.6486
0.115,0.885,0.0,-0.296
0.183,0.58,0.237,0.0534
0.0,1.0,0.0,0.0
0.347,0.653,0.0,-0.9042
0.107,0.893,0.0,-0.631
0.143,0.737,0.119,-0.4937
0.0,0.732,0.268,0.8779
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.058,0.774,0.168,0.5859
0.042,0.81,0.148,0.7184
0.0,1.0,0.0,0.0
0.217,0.783,0.0,-0.8658
0.153,0.847,0.0,-0.5574
0.046,0.954,0.0,-0.2732
0.0,1.0,0.0,0.0
0.095,0.804,0.101,0.0258
0.056,0.944,0.0,-0.3818
0.0,0.849,0.151,0.5423
0.0,1.0,0.0,0.0
0.041,0.625,0.334,0.9505
0.042,0.712,0.246,0.8674
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.193,0.807,0.0,-0.852
0.118,0.714,0.168,0.1027
0.0,0.947,0.053,0.2023
0.0,1.0,0.0,0.0
0.058,0.942,0.0,-0.296
0.088,0.68,0.232,0.5574
0.125,0.816,0.059,-0.4404
0.0,1.0,0.0,0.0
0.151,0.849,0.0,-0.7783
0.0,1.0,0.0,0.0
0.158,0.842,0.0,-0.7184
0.099,0.901,0.0,-0.5106
0.0,1.0,0.0,0.0
0.0,0.917,0.083,0.4019
0.058,0.911,0.031,-0.2732
0.0,0.751,0.249,0.9118
0.179,0.821,0.0,-0.7906
0.05,0.788,0.162,0.6114
0.05,0.819,0.131,0.5859
0.0,1.0,0.0,0.0
0.0,0.822,0.178,0.7964
0.0,0.929,0.071,0.3182
0.239,0.718,0.042,-0.8932
0.155,0.797,0.047,-0.7701
0.125,0.709,0.166,0.0516
0.08,0.92,0.0,-0.1027
0.118,0.624,0.258,0.743
0.104,0.797,0.099,-0.0788
0.16,0.751,0.089,-0.5719
0.195,0.526,0.279,0.4939
0.043,0.957,0.0,-0.2263
0.078,0.894,0.028,-0.508
0.0,1.0,0.0,0.0
0.0,0.645,0.355,0.6705
0.0,0.621,0.379,0.7717
0.0,0.976,0.024,0.0258
0.098,0.719,0.182,0.3612
0.0,0.848,0.152,0.6369
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.091,0.821,0.088,-0.0387
0.185,0.705,0.111,-0.2973
0.0,0.796,0.204,0.8481
0.104,0.896,0.0,-0.5106
0.273,0.727,0.0,-0.8977
0.0,0.833,0.167,0.4939
0.0,1.0,0.0,0.0
0.0,0.913,0.087,0.2023
0.192,0.678,0.13,-0.2716
0.0,0.753,0.247,0.5574
0.128,0.769,0.103,-0.25
0.136,0.864,0.0,-0.296
0.0,0.94,0.06,0.2732
0.123,0.833,0.044,-0.6369
0.0,1.0,0.0,0.0
0.212,0.641,0.147,-0.25
0.061,0.871,0.068,0.0708
0.248,0.752,0.0,-0.6458
0.149,0.718,0.133,-0.0772
0.0,0.87,0.13,0.5574
0.356,0.644,0.0,-0.891
0.074,0.736,0.19,0.5413
0.0,0.816,0.184,0.4019
0.093,0.703,0.204,0.7579
0.081,0.81,0.109,0.1779
0.172,0.647,0.181,0.128
0.0,0.692,0.308,0.9169
0.0,0.804,0.196,0.8091
0.0,0.635,0.365,0.5574
0.066,0.859,0.075,0.0772
0.054,0.885,0.061,0.0772
0.0,0.698,0.302,0.8316
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.044,0.858,0.097,0.3182
0.0,0.944,0.056,0.296
0.0,0.917,0.083,0.5574
