followers_count,following_count,tweet_count,listed_count
63059330,121,77789,193061
38763,0,117,61
190571,1666,76428,4259
131798,1797,22100,2100
8621970,590,335406,55927
4717080,717,399896,5173
60498,18320,178379,360
25161110,1218,853708,134002
73213,2288,83880,407
4717080,717,399896,5173
4998667,255,32955,19800
244542,13682,252619,1602
7894,118,26262,86
624448,445,24517,1230
900373,17,115213,9960
548219,1108,23093,7964
253246,1225,54364,2882
3225,1551,21061,54
64644,2122,16167,860
311862,6160,43666,3930
20586051,279,6158,4569
167195,10770,13674,546
112892,99589,32502,198
58080249,1104,373315,154346
3797,2470,7496,127
11090,1422,40924,142
227139,2723,169325,1625
5870163,329,4315,12032
941701,483,123052,4182
2140925,109,4872,8385
25160659,1218,853708,133990
455931,3571,103752,4043
56172,89,11798,158
58080251,1104,373315,154346
63059335,121,77789,193061
126805,54740,117242,836
257897,1852,86842,4899
6414,5118,1985,118
9079,1669,6118,65
19839909,1065,371724,125454
1179434,488,256608,6315
1175,674,2064,18
1126,846,32293,0
4998493,255,32955,19800
5300959,953,48410,1608
866062,357,57163,12423
55804,604,31972,369
106373,742,18272,1021
1411665,906,12961,3693
92903,11950,314658,90
4668948,853,496671,38245
303611,125996,29846,612
83010,849,4384,844
2897840,47,4150,7310
18955002,8,4076,24115
4998494,255,32955,19800
1232630,266,351574,481
1071304,1579,16342,5957
2266,2824,23268,1
2117063,62,18915,8191
4153579,170,645486,1928
19839909,1065,371724,125454
2635,1018,5535,99
742,526,49281,7
843207,935,6171,3253
110933,1644,24030,1146
453796,31181,126793,1409
13504,165,75032,549
53398,9438,22363,646
927333,3141,82133,2376
4381619,338,211870,21974
192475,1515,30652,2380
414707,12115,46307,1629
708930,1662,21721,2282
13907845,93,491768,48741
1232311,1420,31614,8912
1177853,79,6740,566
40471,1057,7329,1081
4530683,4461,45802,2694
69567,2277,6612,639
143889,3956,236886,2929
17475833,488,384869,65507
9040729,625,73101,8862
19160132,1714,426918,106520
11773,4217,975,571
212535,345,31414,390
386423,2529,43121,2179
21343,677,10880,160
61805,2299,35532,1264
131934570,583327,16474,221708
117973,576,8396,790
1202768,2251,621511,3307
5170,1966,16765,124
730200,29333,203934,5436
63950,6224,26368,103
4412144,459,5725,10315
58080260,1104,373315,154346
9467,9224,8629,7
871719,4314,208103,785
5908398,300,17915,22471
126146,183,66208,234
169143,229,7573,807
286143,16724,502472,269
9306101,777,22341,9093
1226777,408,7878,3249
269368,2487,41383,3231
455782,1487,94296,3986
601096,4201,283274,3780
91154,846,22545,2183
602388,245,4005,162
309060,1502,93718,12366
92420,3226,59940,2744
24261,94,62059,552
61332,115,21418,524
1404958,107,5255,249
4365774,296,1014732,29070
822,694,712,12
6039766,244,1021821,6580
16155,7102,68350,79
867112,483,24691,2566
63059339,121,77789,193061
2743035,1290,238732,9882
8245689,1391,797187,66401
2722509,2227,448866,13635
1270125,7912,41907,9198
5607905,669,323081,3812
19769,3252,25271,230
6919443,0,557735,6103
4668948,853,496672,38245
1550659,71,18948,3615
35402,6439,22931,272
44369,823,29483,1133
101,1,25079,0
8930617,67764,230459,70166
359898,5567,105383,5272
882072,7526,362488,7233
10001484,1429,53679,9475
319006,463,79919,2526
1074190,88748,305347,4634
49211,442,1866,729
21330,5023,78523,348
3144002,33,6901,7245
326404,7237,130729,3615
440416,3536,20431,5083
19726,2429,25644,374
4634595,1628,361493,43605
7731,75,750,110
1048368,401,42111,362
12616899,172,16558,7169
91922,208,1414,194
1782362,943,129113,7796
2897861,47,4150,7314
20586051,279,6158,4569
867168,483,24691,2566
17064013,14,937551,14165
123835,22366,153200,1097
1697572,251,173127,5509
270370,98593,47684,1363
823,305,2802,20
5843787,10,18669,20183
97378,2783,339962,2507
239405,1778,53269,1518
1521316,542,444811,580
461736,1494,52260,4760
221380,244,194208,1139
168284,1469,155551,2439
278201,278,8928,2856
1391983,8661,23791,4557
24686,2179,28850,669
488173,5998,22508,1909
455907,3571,103752,4044
71361,555,25491,228
28066,28518,331964,27
10220627,1558,18151,23722
50012961,3,37975,146708
1209936,2974,34178,11742
237639,6374,124544,1332
223550,7700,20096,810
17475900,488,384869,65507
5908398,300,17915,22471
2326928,608,297149,26572
17865718,5137,390387,62230
22222,2030,8874,415
23378,1938,2938,29
971413,65200,333076,3196
22630276,0,1142,53596
4412150,459,5725,10315
37988,8797,57569,83
52926982,877,471446,215315
101025,1800,71933,1230
61207,861,19255,926
22454,1078,120286,21
469944,548,33859,6839
1691843,5717,269095,18728
293546,1324,10859,1219
111393,1953,59661,1657
2789344,966,18894,8321
26917,3380,48681,289
3411048,24094,22784,14496
1623,4998,36303,50
136,396,5898,4
58080264,1104,373315,154346
330543,2151,13555,1137
8621973,590,335406,55927
63059342,121,77789,193061
8413,110,8723,98
21109,2219,27277,410
8621958,590,335406,55932
32833,3696,41089,738
85838,1418,12101,1676
155246,1483,27508,1787
4495,1213,81739,8
17377,9446,42393,23
3220,441,18980,24
8154516,1643,45142,17708
20359,1873,87816,257
2551146,4460,35134,8546
4365778,296,1014732,29070
55706,10372,294265,44
274527,1629,102287,3937
3697484,413,709482,35368
7965324,2027,148059,17276
10852,394,29877,222
4153574,170,645486,1929
18536,1774,36997,1083
8350787,1061,975332,8226
113916,625,4958,448
596075,38046,11605,385
115159,63068,233604,782
301368,351,602875,4047
278201,278,8928,2856
6039765,244,1021821,6580
7726,1054,4040,255
71701,598,10064,1326
2575432,775,375698,8398
7077681,515,9626,19893
4365778,296,1014732,29070
453797,31181,126793,1409
17416,1815,6490,401
6848159,4314,110504,8146
508329,2674,115908,5090
242961,502,8192,2174
1502087,347,317486,5517
38001,7655,43145,183
1219673,13,22390,14753
1179433,488,256608,6315
550684,460,97934,4008
315114,15633,226512,3299
176036,119308,444512,184
5061,1356,4838,3
4246494,1394,375095,32049
22402,2024,65708,1199
160236,535,122382,3403
3578,1691,10123,50
25282340,226,32747,7202
8290447,172778,573652,13626
3461,4974,39736,16
19489,4769,34990,197
371311,489,18588,5014
319006,463,79919,2526
2028389,1183,352332,13294
550684,460,97934,4008
13907853,93,491769,48741
53982,321,13795,461
13907853,93,491769,48741
92006051,114,17743,94980
310186,4076,14237,4121
18848,4184,22720,541
9674639,542,106902,84118
44444,7682,20003,35
32639,32631,52187,33
4668948,853,496672,38245
134289,53725,51572,268
16046,1467,21166,70
1660636,375,617235,2922
1564870,1426,19497,7276
46936,2065,69293,472
1366979,196,14650,603
8931001,67768,230459,70166
4365778,296,1014732,29070
306893,192,38444,2682
2431318,616,30298,8173
4412153,459,5725,10315
1300,205,4210,20
95823,6299,62450,2735
31370,507,9027,345
1236946,353,101103,7551
82488,916,10350,646
1455389,3474,53776,4043
13459,2186,11306,179
1274562,794,41805,7729
2369,929,68513,9
877110,439,4572,878
795166,7357,228162,14221
111399,1953,59661,1657
19057,1814,3538,195
63059424,121,77789,193054
502861,3272,10971,3335
115026,1065,7149,502
763657,75,10708,9998
1319321,791,81149,9476
579137,2265,110514,2916
25556156,11,24081,18004
2430844,1490,159488,21254
25556156,11,24081,18004
7965325,2027,148059,17276
487128,2836,46244,6048
170433,2176,18600,1069
81486,5325,50329,306
867169,483,24691,2566
3599970,11,18520,994
1590851,110,158957,9296
17475836,488,384869,65507
8350789,1061,975332,8226
12732,1849,14123,63
6919471,0,557735,6103
6919446,0,557735,6103
34669795,14649,11673,86755
2551145,4460,35134,8546
4741891,912,374621,37014
215145,5434,42283,3111
1074191,88748,305347,4634
77724,1529,225422,532
788766,2807,14197,3446
58080275,1104,373315,154346
138662,4251,20510,3655
137302,783,9315,3345
7077683,515,9626,19893
314935,9708,144059,245
55044,60,708,58
644105,1505,91261,1778
2229621,0,11211,13166
164547,5227,57081,4402
3385,3249,12834,51
721902,10820,64185,8461
846778,29145,93908,3817
6259620,670,775474,8853
26995,1622,10597,472
4717084,717,399896,5173
11560,3450,54707,30
1198428,463,114797,18111
369065,5662,13169,2619
425169,204,18557,1415
96727,1420,34916,920
2488272,1070,21459,8522
14330,102,1397,57
3411049,24094,22784,14496
357149,952,216541,5442
44086,1344,78638,1934
31733,1401,25330,50
9103614,1857,338240,50538
817823,782,374122,11145
310186,4076,14237,4120
867169,483,24691,2566
1696,335,31135,1
8265,348,11054,21
84398,2639,35761,1560
15570551,1471,20634,23990
27682,631,4503,196
1452517,1076,17587,12210
475335,479,7091,1951
36002,2333,82425,742
10585505,20,95967,17607
120619,3,3174,157
8621975,590,335406,55927
30841,183,31942,415
164886,1716,6547,2153
1697578,251,173127,5509
771537,759,6353,2210
7652,1120,42052,84
1598870,1391,27502,5159
293546,1324,10859,1219
36490317,18,345837,131154
592683,1834,163785,778
501755,1287,14094,2834
124644,2508,28553,1449
426126,3000,47427,1256
2575433,775,375698,8398
3426487,21,12996,586
1319288,791,81149,9475
8199,3025,5237,228
596075,38046,11605,385
246780,2887,33463,1155
3095564,686,419441,21672
7965326,2027,148059,17276
229375,549,10419,527
441264,1766,9802,1141
1819,3491,1833,26
1845972,2969,10107,4815
33808,28748,347770,46
659544,459,95374,7029
2934134,1618,49410,11708
509749,3406,298479,4760
34178539,48,8198,39076
1194,2138,1391,2
1587856,3104,76719,3282
443126,860,5151,7488
55107,24664,96036,131
5093377,2193,522425,3228
159914,290,62747,745
617676,570,77209,976
54113,40287,872564,197
2042881,183,15796,10896
1995042,22484,15411,9443
680988,25,16792,534
670539,1057,118263,6746
2289334,8,12740,1102
310186,4076,14237,4121
1105880,2588,21686,3777
1564871,1426,19497,7276
1359017,358,9621,610
759417,1461,437284,3169
237770,42935,203201,1178
270370,98593,47685,1363
27873,27514,58079,23
52927008,877,471446,215315
237643,6374,124544,1333
2457943,257,12852,2296
94318,122,10670,540
34237,37432,9479,37
25556156,11,24081,18004
160201,1129,102016,1886
721902,10820,64185,8461
2036545,611,157798,20268
2771787,3782,8044,7896
3933895,7058,432809,35574
58080290,1104,373315,154346
4222996,675,147929,2913
771537,759,6353,2209
11248174,1752,69345,35074
900359,17,115213,9960
22108,2075,11970,274
209878,1599,21203,2267
4717087,717,399896,5173
839260,3250,444750,3070
458322,1694,34817,3412
81306,4055,48213,1897
49321,1664,218749,131
42128,4447,49912,637
99752,46110,9354,170
2170972,377,224378,6963
525469,360,11122,3586
15256,14405,13032,53
2140930,109,4872,8385
237770,42935,203201,1178
29007,5626,144083,729
857326,245,248748,19384
711443,5507,21436,4936
9338,191,30825,17
199100,598,59982,4144
61018,55431,524476,41
289579,132,1909,608
147500,1524,11988,3919
963007,3267,179533,5736
65115,310,51520,99
8515,3069,8140,218
88697,3276,10166,711
455508,1969,14139,693
1293740,358,27515,9801
4915154,3,56667,21728
2081,220,539,4
9103613,1857,338240,50538
1281294,860,580992,2280
333036,18235,168023,5322
36490347,18,345837,131159
283086,2031,8765,944
331343,3473,48987,4374
10397,59,6281,20
52927015,877,471446,215315
202458,222,6312,924
384916,1519,21638,4023
1502095,347,317486,5517
3638228,409,901206,4732
8621959,590,335406,55932
3343931,10480,257224,25474
77413,1998,55775,1027
48554,47013,14960,22
2965,4496,41776,34
10473562,1060,746381,69132
88253,6236,66086,2820
619857,988,325744,3557
1590981,57150,78530,1407
1926227,116,48267,951
452424,420,14055,326
377629,10629,7346,1638
434424,5925,78897,1330
10473562,1060,746381,69132
58080294,1104,373315,154346
36490324,18,345837,131154
5285,297,1038,137
301325,658,136681,2614
8621974,590,335406,55927
3776,407,328,96
35891,17900,9241,134
311862,6160,43667,3930
95070,889,41412,432
101298,557,47984,589
6099355,266,128390,2066
7769374,23,522616,30026
1074191,88748,305347,4632
4628978,98,22538,36434
13736976,369,273678,48187
1186,1042,175,17
315595,569,80594,1603
43359,5416,6329,188
242961,502,8192,2174
51710,5835,31131,698
9103613,1857,338241,50538
2377686,2,5803,4789
36686,967,21547,878
15809052,6826,318200,104354
18431,2425,52941,27
624327,170,13149,184
230632,1029,22452,614
4179047,692,42535,3459
180700,1947,78007,909
13907791,93,491769,48741
58080300,1104,373315,154346
2140930,109,4872,8385
1681,744,100,5
17475905,488,384869,65507
3539884,1816,1067715,6341
15313,12824,29643,9
4412158,459,5725,10315
33925,1241,22597,93
84355,749,16312,468
1074192,88748,305347,4632
17475839,488,384869,65506
325966,5928,353921,2497
15809052,6826,318200,104354
1207578,111267,211018,15030
17476,19223,119764,23
15131,15325,154367,67
63059362,121,77789,193061
7785417,132,6046,2562
258988,1894,390942,3582
5300961,953,48410,1608
444860,784,221439,6075
1926227,116,48267,951
38793,11,6413,388
60496,18320,178380,360
3411670,816,392435,2920
73276,27739,6536,1112
1885204,680,22150,3750
144350,696,8825,436
378799,3414,96952,317
2431318,616,30298,8173
19839916,1065,371724,125454
2789363,966,18895,8324
92778,76154,187751,114
25556155,11,24081,18004
4009415,540,592735,2942
772816,8937,76666,2066
8931002,67768,230459,70166
637714,597029,823614,5194
3539884,1816,1067715,6341
34178548,48,8198,39076
73901,5205,255455,306
141652,1813,6778,1220
2355496,5045,41393,13749
2149720,4,31215,1791
223712,6694,7184,3360
25335,10053,8891,27
150958,17,3578,319
5843795,10,18670,20183
6674003,142,6919,15370
5843795,10,18670,20183
938148,3788,83969,3650
231084,1614,39109,6179
525395,626,326445,3379
111385,1953,59661,1657
7769374,23,522616,30026
8495101,156,1062177,8090
55047,1980,12437,388
1274972,1550,240778,9161
361754,113,4820,3568
867169,483,24691,2566
4365850,296,1014733,29069
395077,961,46187,2777
1212272,424,77955,5469
11090,1422,40924,142
2355496,5045,41393,13749
58080303,1104,373315,154346
58080226,1104,373315,154337
148535,996,366474,164
833,307,2757,6
178467,183,30710,2314
12505044,2324,23196,27805
9575,674,5208,196
927329,3142,82133,2376
110397,20846,82716,785
9114,8772,52503,46
134881,34,6194,1274
38319,740,19842,362
378147,10380,59591,1103
1247,11,326,2
807363,9351,89403,5610
636053,3998,23427,9773
4702735,790,278970,30206
671805,1,31174,402
13510,1543,13546,210
42216,119,2168,313
87687,2012,202389,90
172330,209,7406,1024
4487,1429,80038,42
2743035,1290,238737,9882
4448,2822,818,14
1591689,488,14291,15361
226187,5253,15887,435
9103614,1857,338241,50538
199284,2404,19223,2434
9103614,1857,338241,50538
516642,399,5218,1158
1395,782,121182,21
82357,1414,44828,727
2177897,24,25378,2546
628062,6245,57921,6718
10703796,112,102546,4735
1292961,5822,12982,501
22548,1887,16798,484
5040,1734,9033,25
153810,703,2666,87
882078,7527,362488,7233
39574,514,32030,48
548219,1108,23093,7964
410028,2224,19444,3891
8621977,590,335407,55927
59715,600,6173,1410
711445,5507,21436,4936
1507573,967,113702,3547
267674,581,449350,1802
674980,10179,10539,5402
3692308,406,1262641,26126
5479,2049,5018,131
867169,483,24691,2566
239904,422,10927,2043
5205,3449,33165,4
51798,366,42184,856
82756,3229,15099,2037
556787,4049,6699,1704
4365780,296,1014733,29070
783671,81,1598,302
387014,18,6004,105
99219,49327,25136,153
22830,10573,28012,303
155421,951,22490,2762
52927032,877,471447,215315
1077464,250,27203,6212
4915154,3,56667,21728
161770,382,3932,1273
111393,1953,59661,1657
2551149,4460,35134,8546
1995042,22484,15411,9443
28742,107,56601,187
1287084,411,7933,516
58080314,1104,373316,154346
66547,7659,39576,624
36490342,18,345837,131154
61276,2519,266776,453
1074192,88748,305347,4632
52927032,877,471446,215315
254323,711,13143,1508
238271,244,93563,4799
529775,1319,199389,424
2774927,241082,373151,18506
3814,976,11859,186
533809,8944,67048,1127
3762317,1,122715,4976
2934152,1618,49410,11711
899573,3344,86550,1229
641376,541,41998,11821
310186,4076,14237,4121
142798,379,67303,1189
2430907,1490,159488,21255
11247935,1752,69345,35078
772816,8937,76666,2066
58080316,1104,373316,154346
5534,3499,71877,128
1145166,10382,50748,3950
738159,1466,103568,6402
227139,2723,169325,1625
298336,557,95057,1863
6327197,235,74694,23885
25161150,1218,853711,134002
4080,1789,130070,12
1535055,27,22828,960
38137,347,7337,538
25556156,11,24081,18004
882048,7528,362489,7231
45021,3831,28094,827
58080317,1104,373316,154346
615,427,621,16
176701,1266,28402,435
58080318,1104,373316,154346
229017,3107,87963,2022
2660235,10993,470431,20730
27247,4632,31711,453
1175656,129,515797,6374
14788528,463,174529,22517
708830,206,455697,2648
7769376,23,522617,30026
12953,942,140427,15
353619,4,1222,3412
38060,4091,18332,993
1881,355,2333,14
17651698,58,4243,4319
46694,718,8403,123
455908,3571,103752,4044
1052272,123335,199068,6774
62511,4586,14402,583
2073,997,63964,20
425170,204,18557,1415
79817,8065,322825,312
34669858,14649,11673,86748
99742,46102,9354,170
1883521,535,213161,5361
58080318,1104,373316,154346
2170977,377,224378,6963
84898,1783,10460,1003
11201,2466,2984,100
32798,1550,10202,323
11813131,7,88630,67835
63200180,332,4348,67542
653839,6227,40395,3842
15809055,6826,318200,104354
247449,56432,66819,1331
52927040,877,471447,215315
462641,2195,24254,1551
647303,2033,63117,2697
88360,677,24525,107
431798,1023,180205,2485
18467,88,12575,172
4231572,17,5952,16990
4702739,790,278970,30206
1437620,8601,329760,16298
3095563,686,419442,21672
7829,4319,8886,55
63140,495,2242,128
12505046,2324,23196,27805
1319325,791,81149,9476
120933,1489,90386,501
52927520,877,471447,215310
64099,50400,121792,47
290639,1888,34630,177
1298760,649,106951,483
102958,6367,93765,323
98549,564,9574,595
2229622,0,11211,13166
228177,4413,139106,3346
31472756,960,13383,42405
85464,9634,44072,175
7769374,23,522617,30026
1639822,764,9597,4554
176036,119308,444518,184
882080,7527,362489,7233
58080322,1104,373316,154346
6028,5961,8166,3
58080322,1104,373316,154346
40536,1190,22102,452
39023,422,14500,995
1295077,277,333640,2428
89177,7234,75300,2320
9517,838,12202,148
11016,2636,8964,135
4494,1213,81739,8
333038,18235,168024,5322
51798,366,42184,856
267971,341,5411,2887
109072,644,52489,149
5093390,2193,522426,3228
111690,2829,51732,1607
1319326,791,81149,9476
888137,163,35921,10109
465917,2046,8445,3242
14977,3583,4450,291
3396436,2730,464630,21499
2795715,814,55788,12031
422,191,1677,7
8621966,590,335409,55932
2743035,1290,238738,9882
1375168,1026,382356,22888
8452343,2349,111773,2884
87021,7924,131099,508
91922,208,1414,194
254323,711,13143,1508
470907,737,3049,3187
927332,3142,82133,2376
207503,4926,59194,2429
4634599,1628,361494,43605
25160702,1218,853711,133990
11248220,1752,69345,35074
425770,2528,184712,2067
407620,771,220122,4112
52944,261,3946,497
1303473,327,245838,2541
2567829,554,4001,8598
14168,4973,91187,178
9376,769,35317,187
730185,29332,203934,5437
1159,37,1365,7
80656,652,3752,1569
15900,2409,6880,84
1349786,473,78379,18373
7541,3970,7552,198
4192235,431,50825,13878
308640,1240,144507,1537
141582,157,4880,499
6919472,0,557735,6103
593032,3273,33195,6576
1590854,110,158957,9296
1256746,702,3091,4769
4342,1638,5854,116
69305,46020,245534,95
1745995,222,3667,4840
356378,147,11900,158
32625,927,28295,232
1319326,791,81149,9476
2086,2512,6643,27
8835583,1394,164987,25283
85608,12939,36130,61
69255,991,27449,983
275660,1046,15450,143
44185,620,16239,217
1452518,1076,17587,12210
33770,3424,19790,447
7155,4393,22272,173
550686,460,97934,4008
197194,894,291675,1204
655577,538,365834,4243
57346,39367,126729,412
71452,1823,8612,1458
961542,2001,87214,11810
708700,1070,46704,7868
2326935,608,297150,26572
762406,301,271984,3711
938148,3788,83969,3650
51598,3446,21231,824
141353,4642,22706,1092
57346,39367,126729,412
9103617,1857,338241,50538
599722,3993,267076,3273
51521,5162,19587,653
16681748,0,7701,9702
78663563,2431,32747,28632
867169,483,24691,2566
1590855,110,158957,9296
17475849,488,384869,65506
8290455,172778,573653,13626
3413,2459,5052,51
1159848,2517,111913,1031
681278,173,2739,197
4412234,459,5725,10313
96914,2701,27461,1513
65717,1243,100225,631
3762317,1,122715,4976
887687,133,329140,2535
58080330,1104,373316,154346
6915216,25,207339,12586
346419,63297,109330,1877
596076,38046,11605,385
19679424,732,16523,26801
4412171,459,5725,10315
582394,2006,14536,3259
11926,3854,947,348
1606,974,64925,63
58080333,1104,373316,154346
246916,4315,21040,2751
21250,15279,52034,35
106475,5823,19553,1161
10251,7152,43684,38
13311,2579,8435,361
14954,7390,25798,132
553378,1192,37999,6502
971390,65200,333076,3198
4365781,296,1014735,29070
417721,2281,151023,2202
85838,1418,12101,1676
195253,20,40773,195
2229623,0,11211,13166
4794,4413,27574,71
5908402,300,17915,22471
139374,1408,31782,2109
2140934,109,4872,8385
140076,919,19321,794
301371,351,602876,4047
4386922,2545,16056,17247
38154,13325,14146,356
609862,2495,9135,1387
1221691,1637,109939,11151
54160,2119,24780,728
3880,1542,6919,91
10436,10244,108391,4
2355497,5045,41393,13749
7406104,430,13029,24647
3552766,1514,37407,34834
3539886,1816,1067715,6341
270371,98593,47686,1363
175933,883,19433,617
1064507,183,12904,3163
3391,499,14603,60
4410791,698,239041,6678
186,112,6607,0
3933897,7058,432810,35574
62651,7275,26418,315
15158,14262,72915,2
795167,7357,228163,14221
19026026,523,392544,105845
470908,737,3049,3187
36530,32501,72845,5
4915156,3,56667,21728
1232317,1420,31614,8912
52710,291,2606,1083
12621,1589,29656,146
900379,17,115213,9958
17475859,488,384869,65506
10244408,372,798180,5852
15280,60,19360,43
1746005,222,3667,4838
22472,14764,59427,33
1707703,152,69165,7238
2431316,616,30298,8173
157696,1885,22757,4462
1246509,802,81925,7318
803804,1087,485317,10561
1319333,791,81149,9476
6919456,0,557736,6103
21217,2384,757,448
153833,2816,25687,565
2087484,8643,58031,13750
25556154,11,24081,18002
2411,1522,2131,3
5093426,2193,522426,3228
89995,51658,311789,609
2431366,616,30298,8171
15050,4060,8969,169
532595,4924,21223,2675
7769385,23,522617,30026
2743033,1290,238738,9882
1155705,1338,127311,28113
8452342,2349,111773,2884
2054001,2679,22752,367
63315,2906,90128,82
2229625,0,11211,13166
4998566,255,32956,19800
163822,12272,176797,1900
12802577,6,7380,16039
2734,543,2475,25
32472,25743,112976,85
15570232,1471,20634,23992
859507,1536,94206,558
5843783,10,18670,20176
55706,10372,294265,44
8350808,1061,975332,8227
1224281,383,14064,746
28328,928,140172,60
756903,12528,31024,1074
59692,523,3139,165
288709,7636,63782,1867
2015,1173,29074,153
52132,5109,421110,10
187439,830,9920,852
2449748,9,6917,300
708458,996,25540,4269
10473580,1060,746383,69132
40892,1231,8511,985
58080338,1104,373316,154337
3411061,24094,22784,14496
90694,4009,61143,923
586243,617,41417,1221
17064024,14,937552,14165
1281302,860,581002,2280
332036,9726,161237,6359
174559,831,11205,761
25092,2743,6571,377
10001562,1429,53679,9475
2795626,814,55788,12031
1034,1493,167,6
165044,100,35145,274
245883,225255,228276,2726
1112061,976,37390,3993
293546,1324,10859,1219
2934183,1618,49410,11711
205062,3767,48705,3937
73460,1528,20338,554
2355499,5045,41393,13749
1306988,205,188736,1034
445749,99,237386,1696
326404,7237,130729,3615
8493,3551,11255,223
154732,624,115984,836
1546944,513,41116,2231
332,253,17787,8
6660,2529,50845,38
26726,2400,12494,891
523678,693,23816,3154
358435,690,16110,348
2229625,0,11211,13166
811,5,432,1
241943,497,32725,594
1926229,116,48267,951
2575438,775,375698,8398
4365789,296,1014737,29070
2934184,1618,49410,11711
105244,1130,6428,951
105545,2305,53756,2193
293546,1324,10859,1219
2028380,1183,352333,13294
237649,6374,124544,1333
61208,861,19255,926
871722,4314,208105,785
173312,845,24328,876
5551,1570,52681,65
58080421,1104,373316,154346
34178663,48,8198,39076
5207657,768,848922,7562
513031,567,33484,774
430235,1357,52953,160
434425,5925,78897,1331
4365858,296,1014737,29069
84357,749,16312,468
1731975,1540,32568,5277
7965341,2027,148059,17276
275745,1310,17914,1955
601428,49289,27797,3041
5275,3587,29817,97
76739,463,35401,1352
148535,996,366474,164
11486232,720,153468,19903
2028380,1183,352333,13294
2229625,0,11211,13166
2229625,0,11211,13166
236585,9051,34212,2298
12505058,2324,23196,27805
1492876,680,29564,15088
1590866,110,158957,9296
1243559,997,20067,7579
278836,378,36476,2221
140851,48,65598,70
173696,4023,28881,509
15273,12094,92094,19
6289,1951,3399,44
5843819,10,18670,20184
247448,56432,66819,1331
735710,5609,62995,4560
45517,984,27370,278
11248049,1752,69345,35078
118003,7067,36783,2161
209732,1399,33164,5606
288545,2271,210370,3618
2170995,377,224379,6963
2150,1830,21606,66
360259,2429,95249,1434
2443,104,935,15
224918,92238,143102,277
15570234,1471,20634,23992
270371,98593,47686,1363
293546,1324,10859,1219
2140898,109,4873,8382
1069238,392,91846,1582
3396446,2730,464631,21500
47188,429,83530,529
7769389,23,522617,30026
6919459,0,557736,6103
1590849,110,158957,9293
627167,993,112572,8343
13023,975,48348,47
65429,1096,11920,353
730198,29333,203934,5436
41286,11757,133900,444
16858,8487,36085,24
218832,1641,71165,5916
929097,14,322,1080
1232329,1420,31614,8910
15706,757,12686,129
8350756,1061,975332,8227
229788,19453,87252,1062
1441934,265,155194,374
1134959,391,46891,525
1319336,791,81149,9476
515,1889,45560,4
4634604,1628,361494,43606
1077397,250,27203,6214
1766100,1948,226430,5304
349458,3789,78829,5312
7519,81,17068,72
50393,706,22593,778
297924,880,279224,2959
657983,0,36350,592
17036,1856,11496,261
278242,271,8595,1203
363165,555,4076,1198
46004,3817,46857,1403
34250,992,102473,343
7769429,23,522617,30022
318304,3770,165423,6422
58080432,1104,373316,154346
2795716,814,55788,12031
236585,9051,34212,2298
19520,4814,9388,706
4915160,3,56667,21728
36490445,18,345838,131155
4998574,255,32956,19800
1570,1481,1027,64
104018,6109,78988,1232
237770,42935,203201,1178
3396446,2730,464631,21500
56481,3712,13362,853
58080434,1104,373316,154346
2229669,0,11211,13163
549512,625,20373,1295
1025623,3443,90411,6602
43835,1890,195956,733
3095561,686,419442,21672
8930628,67764,230460,70166
2722509,2227,448869,13635
1642423,500,17875,6035
482152,2095,102502,685
728719,37,3553,257
2464055,3080,16157,7075
2436532,557,13660,5906
12123,1990,25147,417
102904,3871,22026,2510
1026859,1847,6504,6876
452428,420,14055,326
70756,618,161564,531
58080436,1104,373316,154346
242649,965,20171,1539
94587,13249,9893,455
470908,737,3049,3187
2087481,8643,58031,13750
117066,3789,10243,1300
92926,2217,51964,572
1236057,2079,33574,6591
5908357,300,17915,22471
2028380,1183,352333,13294
4717103,717,399896,5173
16100003,841,7737,15764
452428,420,14055,326
475338,479,7092,1951
223941,2125,9261,981
1305,97,11215,18
627167,993,112572,8343
1319303,791,81149,9475
738160,1466,103568,6402
2431316,616,30298,8173
8931011,67768,230460,70158
599722,3993,267076,3273
386842,2842,35442,279
81115,975,8977,59
36513,274,14120,183
614522,808,2191,1956
6919459,0,557736,6103
52117,52018,152243,43
735710,5609,62995,4560
3343933,10480,257227,25475
9103625,1857,338241,50538
351038,1300,7172,754
5839,5186,5426,9
282836,1391,139153,1779
238148,623,237724,850
10383,457,17607,70
134290,53725,51572,268
15923099,7,1369,11119
6919459,0,557736,6103
1092048,4395,186396,1255
24693,1233,6338,398
5451,1268,5684,120
721855,10819,64185,8461
421415,1046,17857,1723
19159967,1713,426919,106522
346420,63297,109329,1877
4455,261,28805,168
8491,228,15743,16
110717,833,33743,878
1374808,1728,48081,9305
6653,346,1323,36
609852,2495,9135,1387
18542,66,8400,386
9040729,625,73101,8861
738171,1466,103568,6402
354831,6603,336247,2835
7769391,23,522617,30026
123516,45038,25188,591
735710,5609,62995,4560
19159967,1713,426919,106522
52834900,232,7832,94587
257862,1851,86846,4896
40940,1753,63924,232
198754,155,49088,1824
32445,10651,196888,599
917916,45112,123087,2904
40536,1190,22103,451
2028380,1183,352333,13294
241281,1650,10905,5701
2117073,62,18915,8191
452564,401,773,1897
13028,129,6779,219
19159968,1713,426919,106522
8245728,1391,797195,66401
390031,1968,46663,3202
4223051,675,147931,2913
99892,5612,141976,1499
68884,1328,283766,792
154942,67331,100993,359
431799,1023,180205,2485
8194,1895,8639,54
